Upload Date,title,webpage_url,Duration,Video ID,Transcript
27/12/21,Dr. David Sinclair: The Biology of Slowing & Reversing Aging -- Huberman Lab Podcast #52,https://www.youtube.com/watch?v=n9IxomBusuw,7842,n9IxomBusuw,/transcripts/n9IxomBusuw/n9IxomBusuw__transcript.txt
03/01/22,The Science of Making & Breaking Habits -- Huberman Lab Podcast #53,https://www.youtube.com/watch?v=Wcs2PFz5q6g,6638,Wcs2PFz5q6g,/transcripts/Wcs2PFz5q6g/Wcs2PFz5q6g__transcript.txt
10/01/22,Dr. Jack Feldman: Breathing for Mental & Physical Health & Performance -- Huberman Lab Podcast #54,https://www.youtube.com/watch?v=GLgKkG44MGo,8617,GLgKkG44MGo,/transcripts/GLgKkG44MGo/GLgKkG44MGo__transcript.txt
17/01/22,The Science of Setting & Achieving Goals -- Huberman Lab Podcast #55,https://www.youtube.com/watch?v=t1F7EEGPQwo,6862,t1F7EEGPQwo,/transcripts/t1F7EEGPQwo/t1F7EEGPQwo__transcript.txt
24/01/22,Dr. Alia Crum: Science of Mindsets for Health & Performance -- Huberman Lab Podcast #56,https://www.youtube.com/watch?v=dFR_wFN23ZY,6062,dFR_wFN23ZY,/transcripts/dFR_wFN23ZY/dFR_wFN23ZY__transcript.txt
31/01/22,"Optimizing Workspace for Productivity, Focus, & Creativity -- Huberman Lab Podcast #57",https://www.youtube.com/watch?v=Ze2pc6NwsHQ,6115,Ze2pc6NwsHQ,/transcripts/Ze2pc6NwsHQ/Ze2pc6NwsHQ__transcript.txt
07/02/22,Using Play to Rewire & Improve Your Brain -- Huberman Lab Podcast #58,https://www.youtube.com/watch?v=BwyZIWeBpRw,6395,BwyZIWeBpRw,/transcripts/BwyZIWeBpRw/BwyZIWeBpRw__transcript.txt
14/02/22,"The Science of Love, Desire and Attachment -- Huberman Lab Podcast #59",https://www.youtube.com/watch?v=gMRph_BvHB4,9312,gMRph_BvHB4,/transcripts/gMRph_BvHB4/gMRph_BvHB4__transcript.txt
21/02/22,Dr. David Spiegel: Using Hypnosis to Enhance Health & Performance -- Huberman Lab Podcast #60,https://www.youtube.com/watch?v=PctD-ki8dCc,6761,PctD-ki8dCc,/transcripts/PctD-ki8dCc/PctD-ki8dCc__transcript.txt
28/02/22,How to Enhance Your Gut Microbiome for Brain & Overall Health -- Huberman Lab Podcast #61,https://www.youtube.com/watch?v=15R2pMqU2ok,6734,15R2pMqU2ok,/transcripts/15R2pMqU2ok/15R2pMqU2ok__transcript.txt
07/03/22,"Dr. Justin Sonnenburg: How to Build, Maintain & Repair Gut Health -- Huberman Lab Podcast #62",https://www.youtube.com/watch?v=ouCWNRvPk20,8078,ouCWNRvPk20,/transcripts/ouCWNRvPk20/ouCWNRvPk20__transcript.txt
14/03/22,Using Salt to Optimize Mental & Physical Performance -- Huberman Lab Podcast #63,https://www.youtube.com/watch?v=azb3Ih68awQ,7434,azb3Ih68awQ,/transcripts/azb3Ih68awQ/azb3Ih68awQ__transcript.txt
21/03/22,Controlling Sugar Cravings & Metabolism with Science-Based Tools -- Huberman Lab Podcast #64,https://www.youtube.com/watch?v=VAEzZeaV5zM,7136,VAEzZeaV5zM,/transcripts/VAEzZeaV5zM/VAEzZeaV5zM__transcript.txt
28/03/22,"Dr. Andy Galpin: How to Build Strength, Muscle Size & Endurance -- Huberman Lab Podcast #65",https://www.youtube.com/watch?v=IAnhFUUCq6c,12688,IAnhFUUCq6c,/transcripts/IAnhFUUCq6c/IAnhFUUCq6c__transcript.txt
04/04/22,Using Deliberate Cold Exposure for Health and Performance -- Huberman Lab Podcast #66,https://www.youtube.com/watch?v=pq6WHJzOkno,8109,pq6WHJzOkno,/transcripts/pq6WHJzOkno/pq6WHJzOkno__transcript.txt
11/04/22,Dr. Kyle Gillett: How to Optimize Your Hormones for Health & Vitality -- Huberman Lab Podcast #67,https://www.youtube.com/watch?v=ncSoor2Iw8k,10762,ncSoor2Iw8k,/transcripts/ncSoor2Iw8k/ncSoor2Iw8k__transcript.txt
18/04/22,"Using Light (Sunlight, Blue Light & Red Light) to Optimize Health -- Huberman Lab Podcast #68",https://www.youtube.com/watch?v=UF0nqolsNZc,8623,UF0nqolsNZc,/transcripts/UF0nqolsNZc/UF0nqolsNZc__transcript.txt
25/04/22,The Science & Health Benefits of Deliberate Heat Exposure -- Huberman Lab Podcast #69,https://www.youtube.com/watch?v=EQ3GjpGq5Y8,6790,EQ3GjpGq5Y8,/transcripts/EQ3GjpGq5Y8/EQ3GjpGq5Y8__transcript.txt
02/05/22,Dr. Rhonda Patrick: Micronutrients for Health & Longevity -- Huberman Lab Podcast #70,https://www.youtube.com/watch?v=XcvhERcZpWw,10173,XcvhERcZpWw,/transcripts/XcvhERcZpWw/XcvhERcZpWw__transcript.txt
09/05/22,Understanding & Controlling Aggression -- Huberman Lab Podcast #71,https://www.youtube.com/watch?v=RBK5KLA5Jjg,5453,RBK5KLA5Jjg,/transcripts/RBK5KLA5Jjg/RBK5KLA5Jjg__transcript.txt
16/05/22,Understand & Improve Memory Using Science-Based Tools -- Huberman Lab Podcast #72,https://www.youtube.com/watch?v=szqPAPKE5tQ,7757,szqPAPKE5tQ,/transcripts/szqPAPKE5tQ/szqPAPKE5tQ__transcript.txt
23/05/22,Dr. Wendy Suzuki: Boost Attention & Memory with Science-Based Tools -- Huberman Lab Podcast #73,https://www.youtube.com/watch?v=099hgtRoUZw,6399,099hgtRoUZw,/transcripts/099hgtRoUZw/099hgtRoUZw__transcript.txt
30/05/22,The Science & Process of Healing from Grief -- Huberman Lab Podcast #74,https://www.youtube.com/watch?v=dzOvi0Aa2EA,7607,dzOvi0Aa2EA,/transcripts/dzOvi0Aa2EA/dzOvi0Aa2EA__transcript.txt
06/06/22,"Dr. Paul Conti: Therapy, Treating Trauma & Other Life Challenges -- Huberman Lab Podcast #75",https://www.youtube.com/watch?v=IOl28gj_RXw,8669,IOl28gj_RXw,/transcripts/IOl28gj_RXw/IOl28gj_RXw__transcript.txt
13/06/22,Improve Flexibility with Research-Supported Stretching Protocols -- Huberman Lab Podcast #76,https://www.youtube.com/watch?v=tkH2-_jMCSk,7569,tkH2-_jMCSk,/transcripts/tkH2-_jMCSk/tkH2-_jMCSk__transcript.txt
